label,number,tempo,beats,chroma_freq_0,chroma_freq_1,chroma_freq_2,chroma_freq_3,chroma_freq_4,chroma_freq_5,chroma_freq_6,chroma_freq_7,chroma_freq_8,chroma_freq_9,chroma_freq_10,chroma_freq_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,rmse,spectral_bandwidth,spectral_centroid,spectral_rolloff,zero_crossing_rate
International,666,129.1992188,65,0.408810169,0.248656452,0.377333134,0.601789534,0.457019508,0.573820591,0.308145404,0.243761763,0.26233992,0.240576446,0.383641183,0.336868644,-96.68469238,144.8965149,-41.98128891,58.88694,-37.49792099,20.80317307,-17.60002899,8.642636299,-11.66695023,-6.799033642,-11.36693192,-9.664802551,-7.202563763,-8.588665009,-9.277393341,-9.788258553,-11.6577673,-7.779696941,-6.181343555,-2.533939838,0.150033116,1728.678397,1665.943914,3606.13705,102.3833008
International,667,117.4538352,54,0.370981127,0.435587674,0.483755946,0.655585289,0.462372363,0.539156914,0.7048949,0.527535677,0.305478603,0.240235269,0.319834352,0.480592042,-84.89151001,126.2545624,-36.34106445,60.0777359,-48.52066422,24.01126289,-19.13451958,7.599164486,-14.05131721,-1.833767653,-6.576063633,-0.704770744,-7.5195508,-8.527505875,-14.05381584,-7.010858059,-9.279694557,-3.508817911,-3.447182417,-0.021855218,0.129351094,1912.791657,2105.927118,4305.5231,151.2441406
Hip-Hop,676,95.703125,47,0.348260641,0.216822356,0.257977217,0.276166767,0.253754288,0.313423276,0.329972684,0.404675096,0.42949295,0.425970316,0.456219733,0.400735319,-103.1242218,103.0259705,27.59532356,25.12096596,7.862080097,14.05249882,1.389573693,24.92432594,-10.73394489,1.169883251,-7.645912647,-2.526027679,1.673724532,2.420199394,-2.92230773,5.927996159,-4.577074528,1.482774138,1.799971342,-1.451984644,0.225953668,2459.650883,1986.203933,4503.666932,87.42333984
Rock,690,135.9991776,68,0.445040196,0.511046588,0.472336233,0.434966981,0.520244181,0.5575037,0.6138587,0.626136243,0.551018834,0.498728991,0.524496019,0.487888813,-12.89879894,67.90010071,-48.0437355,60.76101303,14.68235588,25.67151451,10.23713112,10.63832378,9.240293503,2.160534143,-2.209951162,8.184207916,-3.401096344,1.125867844,-5.079492569,2.168129683,-5.290261745,-0.299693108,-1.351684332,-0.011345684,0.270122886,2149.169079,2535.631592,4713.027711,162.3613281
Hip-Hop,694,112.3471467,54,0.432105541,0.431582004,0.389479071,0.37457189,0.392204314,0.439830929,0.489474803,0.495306492,0.449329227,0.424749762,0.397116154,0.384740263,-66.298172,63.04718781,4.170547485,16.87641335,9.698020935,11.0871973,-7.396163464,9.841077805,-6.331172943,5.185484886,-0.750549436,6.522116184,-2.252369881,6.466583729,-0.305609703,6.599330902,-0.812220991,4.351932526,-2.318584442,5.582538605,0.150797099,2843.052181,3101.066332,6545.343174,189.9008789
Hip-Hop,695,198.7680288,99,0.485190958,0.441890478,0.45243606,0.511388898,0.608620703,0.50692898,0.41329217,0.378719211,0.388510197,0.400713682,0.385023355,0.453408659,-37.78784943,71.22077179,-12.3158741,18.50078583,-6.201057434,12.89954662,10.54360199,7.357446194,2.539685011,8.413422585,2.176885605,12.24891567,2.967772484,6.893163681,-1.71018219,5.095321655,-3.504776478,2.162373066,-3.01645112,6.759913921,0.194409057,2568.268805,2749.207615,5498.055574,180.8745117
International,704,135.9991776,68,0.465988964,0.399811804,0.388758451,0.322413564,0.32654202,0.35451591,0.387215555,0.465949178,0.387662768,0.36670813,0.346215129,0.452904552,-22.42511177,51.88977814,-0.103267044,23.61080742,19.49285316,16.00221062,-0.68548584,7.313847065,1.055468082,8.751132011,-0.314279228,6.190935135,-5.246189594,7.997677803,1.458019972,0.41749239,-11.18924618,2.807784557,2.041694164,0.693859816,0.276784033,2931.367631,3075.841444,6707.425979,142.3266602
International,705,92.28515625,45,0.373443991,0.525310516,0.576795161,0.438756973,0.421528786,0.387501746,0.43997243,0.366785586,0.354664236,0.397317171,0.325591534,0.401705503,-18.24869156,52.04079819,2.982580185,18.69613457,4.443696976,21.3053894,3.658303022,17.52467537,-0.185525373,3.619314671,0.068308048,10.33651066,-3.315288305,4.247804642,-3.029000282,1.873754859,-6.623747349,1.565286636,0.604242146,-0.286544234,0.297117919,2896.443774,3103.286427,6738.141233,139.9858398
International,706,172.265625,83,0.465548098,0.365331858,0.304934531,0.450073719,0.38970089,0.400912225,0.334822804,0.39927727,0.428330511,0.342770278,0.290675431,0.301836967,-9.322950363,54.26066971,19.05465698,28.72432899,-0.710579693,17.12762833,-14.48402119,10.6392374,1.19456625,9.35644722,4.181075096,2.168628216,-4.302093983,9.450809479,-7.575989246,4.092486382,-2.39751029,-3.867720604,-1.524225116,0.157231048,0.287282437,2898.493187,3228.602083,6737.336239,190.1142578
International,707,135.9991776,67,0.191758752,0.344590366,0.410376459,0.421102673,0.515669584,0.519922137,0.478264391,0.4363662,0.466473222,0.441093177,0.235605165,0.214701474,-69.75839996,59.51974106,-19.74939728,73.34371185,15.3220129,9.942091942,6.681873798,11.77589798,2.390188932,0.242818817,-7.104310513,8.438752174,-7.818599701,3.360974073,1.049116731,4.389951229,-3.821900368,-2.917032957,5.165333748,0.713747501,0.349085301,2256.641183,2320.382175,4547.975959,78.85107422
International,708,172.265625,84,0.552503824,0.491624981,0.489858747,0.292006642,0.277128071,0.289203763,0.392162681,0.492712647,0.459849179,0.431478739,0.442264348,0.525286734,-56.93998718,83.57663727,24.23236847,44.96278381,5.95574522,2.751175165,-0.73301065,14.10512543,-0.489258766,-0.09074571,-3.480168343,8.246069908,-1.701714754,3.467067242,-2.974761248,2.85658288,-3.789685011,-2.534355879,-5.16296196,2.801139116,0.295181751,2625.098974,2229.203016,5226.697184,107.9321289
International,709,92.28515625,44,0.366218686,0.321112096,0.416512161,0.457202166,0.285749704,0.285557956,0.341705352,0.516315818,0.338965893,0.224603623,0.226939708,0.264389277,-65.31011963,88.31797028,1.957780838,20.98628426,-1.838995337,10.0548315,-13.13063908,6.261158466,-2.392105341,5.186223507,4.810098171,8.439838409,-2.992344856,5.740010262,-7.131380558,2.479591846,-6.123201847,2.427975416,-0.044562932,1.99057579,0.225377485,2497.509981,2273.42808,5093.043861,113.2714844
Folk,714,129.1992188,63,0.171077117,0.164212301,0.354461312,0.558275402,0.609539449,0.145033106,0.084623709,0.061298136,0.145447508,0.300862014,0.704934001,0.528352261,-117.3132477,130.8110962,8.431279182,49.97485733,7.628195763,-9.536240578,13.09354877,-7.020861626,0.751267195,2.238901854,8.709154129,4.636721611,-6.679858685,-4.385140896,-9.323945045,-6.399424553,-11.97316074,-3.59517169,-10.30416965,3.39474082,0.303427935,1895.996688,1222.237184,2626.375262,57.42236328
Folk,715,135.9991776,66,0.092326723,0.03648207,0.025878368,0.049241967,0.06607087,0.238539532,0.364223838,0.112261556,0.273672998,0.679534137,0.221468478,0.311174363,-220.5879669,190.1873016,0.655229211,-2.647062778,-10.59333897,-4.038635254,-11.51272869,2.169614792,-8.550815582,-12.03874588,-1.854893088,-10.85202122,-20.07357788,-4.024572372,8.02749157,9.91937542,12.06898594,4.730485916,-1.191745043,-2.113479376,0.143722385,1058.025603,823.6223643,1184.100999,63.44726563
Folk,716,135.9991776,66,0.742202759,0.272581875,0.313781798,0.451118171,0.196779698,0.115528345,0.154995829,0.42598474,0.267880857,0.226454705,0.290062308,0.296860307,-107.6548691,165.3953857,-36.71049118,45.06436539,-20.71751785,-9.214641571,0.570701241,2.174687862,-8.224874496,-19.2274437,-19.99076843,4.061991692,-1.219686627,-11.95088005,-7.8228755,0.164517686,-10.47398186,1.053603888,-1.181465864,-16.86570168,0.182050064,1454.244648,1292.26402,2686.938439,91.75146484
Folk,718,107.6660156,54,0.226591885,0.20906125,0.184305876,0.154224157,0.139230579,0.166435361,0.362284154,0.381385118,0.350645214,0.406051785,0.49445501,0.382519633,-90.28656006,47.91540527,-5.836527348,9.983113289,-32.85818481,-15.00012112,-14.70146942,5.234457016,-18.48641396,-18.02250099,-11.15813828,0.102722637,-15.00107861,2.977972507,5.704139233,12.71716118,-2.193826437,2.386962652,-9.716183662,-6.983782768,0.124283388,2777.3561,3150.957852,6531.230344,182.6240234
Rock,777,83.35433468,40,0.293904036,0.311423749,0.440690368,0.427690893,0.401985019,0.477146745,0.476230294,0.538976729,0.491293162,0.460766882,0.387611717,0.31543687,-171.7113953,83.0014801,10.65125561,30.06599998,1.222921252,29.75139236,-1.22152853,8.464848518,-0.882217467,5.00993824,0.904913723,4.71220541,1.555555105,4.346403599,-1.12009716,4.054988384,-3.559568405,2.451145411,-0.800715446,-1.560938001,0.107959881,2546.663047,2418.851157,5279.529423,122.5302734
Folk,814,80.74951172,37,0.163603008,0.413574725,0.194949687,0.188555345,0.199700087,0.121343978,0.273819804,0.180897713,0.263327867,0.214666322,0.245273247,0.237742096,-253.8754578,169.1895447,7.062692165,28.1173439,7.542695522,-12.34524727,-3.930428505,-8.901489258,-7.528508663,-10.10242748,-6.523388863,-3.385716915,-7.932521343,-2.994672298,-14.58742809,-9.061875343,-5.985992908,-7.031045914,-8.544299126,-7.318483353,0.121822663,1319.079854,904.0177255,1481.963076,54.63720703
Pop,821,103.359375,52,0.503382444,0.509898424,0.633786678,0.692174911,0.503724396,0.341291398,0.280404121,0.229989484,0.240606204,0.323191196,0.35716334,0.446146131,-277.0292358,103.9450302,30.6247406,35.33282089,16.60738754,9.132656097,10.94680405,8.85477829,4.566233158,11.72698402,2.539425135,3.409092188,2.171956301,5.061022282,-0.32486558,4.027900219,1.594819427,1.985333085,-1.212941885,2.95407486,0.132969514,1857.837443,1298.54481,2624.369539,44.20166016
Pop,822,60.09265988,28,0.433485389,0.317313939,0.309960693,0.30799517,0.363224149,0.542629659,0.430179566,0.438534707,0.516399741,0.590324402,0.685839593,0.509114861,-187.4816742,150.8457489,15.45891285,20.20108223,5.401200771,9.071685791,15.47350693,7.219649315,3.729311466,8.500465393,1.043365359,1.986107588,1.446328759,5.829528332,1.447335839,0.421667486,-1.234401226,3.482536077,-1.659084201,2.452162504,0.184708208,1655.58119,1154.193772,2294.061728,56.88427734
Rock,825,83.35433468,39,0.421976417,0.431956708,0.640370131,0.635241926,0.417216092,0.382283688,0.484067142,0.635674715,0.545284927,0.625906289,0.610210419,0.383901,86.70812988,103.5460434,-37.21119308,35.45094299,-9.892599106,9.94146347,-13.15798855,3.17088604,-14.61033535,3.310231447,-10.23180103,4.646697521,-6.425849438,4.303627014,-10.30434895,2.981928349,-9.496384621,0.862749279,-5.268220425,-1.10194397,0.45358175,2082.230935,2245.993589,4318.024367,186.2070313
